Ссылка;Адрес;Год ввода в эксплуатацию;Детская площадка;Дом признан аварийным;Дополнительная информация;Количество жилых помещений;Класс энергетической эффективности;Количество лифтов;Количество подъездов;Лифты;Наибольшее количество этажей;Наименьшее количество этажей;Количество нежилых помещений;Площадь жилых помещений м2;Площадь нежилых помещений м2;Площадь помещений общего имущества м2;Площадь зем. участка общего имущества м2;Площадь парковки м2;Серия, тип постройки здания;Спортивная площадка;Формирование фонда кап. ремонта;Тип дома;Оборудование;Количество мусоропроводов, ед.;Несущие стены;Площадь подвала, кв.м;Крыша;Мусоропровод;Перекрытия;Фасад;Фундамент;Количество вводов в дом, ед.;Объем выгребных ям, куб. м.;Вентиляция;Водоотведение;Система водостоков;Газоснабжение;Горячее водоснабжение;Система пожаротушения;Теплоснабжение;Холодное водоснабжение;Электроснабжение
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634487;пр-кт. Победы 338 к. а;1972;Не имеется;Нет;-;85;D;-;6;-;5;5;-;4584.10;0.00;1383.20;0.00;0.00;1-464Д-102;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;869.30;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634488;пр-кт. Победы 340;1972;Не имеется;Нет;-;85;D;-;6;-;5;5;-;4474.60;0.00;1281.60;0.00;0.00;1-464Д;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;848.60;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/521917;пр-кт. Победы 342 к. А;2005;Есть;Нет;Не имеется;78;Не присвоен;2;2;пассажирские - 2, ;10;10;1;3984.00;43.00;862.10;0.00;0.00;97 БСШ - 2.9.9;Не имеется;На счете регионального оператора;Многоквартирный дом;-;2;Панельные;415.80;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634489;пр-кт. Победы 342;1972;Не имеется;Нет;-;54;D;-;4;-;5;5;-;3083.20;60.40;955.80;0.00;0.00;1-464Д;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;583.50;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055483;пр-кт. Победы 342А;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634490;пр-кт. Победы 344;1974;Не имеется;Нет;-;55;D;-;4;-;5;5;-;3162.30;0.00;1004.00;0.00;0.00;1-464Д;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;645.60;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634491;пр-кт. Победы 346;1972;Не имеется;Нет;-;103;D;-;8;-;5;5;-;5487.30;439.90;1809.60;0.00;0.00;1-464Д-101;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;1146.40;Плоская;Отсутствует;Железобетонные;Окрашенный;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634491;пр-кт. Победы 346;1972;Не имеется;Нет;-;103;D;-;8;-;5;5;-;5487.30;439.90;1809.60;0.00;0.00;1-464Д-101;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;1146.40;Плоская;Отсутствует;Железобетонные;Окрашенный;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634492;пр-кт. Победы 350;1976;Не имеется;Нет;-;66;D;1;1;пассажирские - 1, ;9;9;-;2237.80;192.10;782.60;0.00;0.00;1-151-97-22;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;1;Смешанные;276.20;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/851240;пр-кт. Победы 354А;1972;-;Нет;-;-;-;-;-;-;-;-;-;1879.17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634494;пр-кт. Победы 354 к. а;1972;Не имеется;Нет;-;55;D;-;4;-;5;5;-;2812.10;0.00;871.20;0.00;0.00;1-464Д;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;512.60;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634493;пр-кт. Победы 354;1972;Не имеется;Нет;-;55;D;-;4;-;5;5;-;2810.20;0.00;925.20;0.00;0.00;1-464Д;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;544.10;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1026462;пр-кт. Победы 354А;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634495;пр-кт. Победы 356;1972;Не имеется;Нет;-;136;D;-;10;-;5;5;-;6865.30;168.70;2357.80;0.00;0.00;1-464Д-104;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;1477.10;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/826585;пр-кт. Победы 358Б;1973;-;Нет;-;-;-;-;-;-;-;-;-;4141.40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634496;пр-кт. Победы 358;1972;Не имеется;Нет;-;55;D;-;4;-;5;5;-;2798.60;0.00;892.80;0.00;0.00;1-464Д-105;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;530.40;Плоская;Отсутствует;Железобетонные;Окрашенный;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634497;пр-кт. Победы 358 к. а;1972;Не имеется;Нет;-;55;D;-;4;-;5;5;-;2797.80;0.00;872.60;0.00;0.00;1-464Д-105;Не имеется;На счете регионального оператора;Многоквартирный дом;отсуствует;-;Панельные;513.40;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634498;пр-кт. Победы 358 к. б;1973;Не имеется;Нет;-;85;D;-;6;-;5;5;-;4212.40;0.00;1499.00;0.00;0.00;1-464Д;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;887.90;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055071;пр-кт. Победы 358А;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/225080;пр-кт. Победы 360А;1973;Есть;Нет;газ, мягкая кровля;84;Не присвоен;-;6;-;5;5;-;4125.80;0.00;1409.10;1142.00;0.00;панельный;Не имеется;На счете регионального оператора;Многоквартирный дом;-;-;Панельные;912.70;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Иной;1;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634499;пр-кт. Победы 360;1973;Не имеется;Нет;-;139;D;-;10;-;5;5;-;7017.30;0.00;2273.50;0.00;0.00;1-464Д-105;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;1300.50;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634500;пр-кт. Победы 362;1975;Не имеется;Нет;-;71;D;1;1;пассажирские - 1, ;9;9;-;2466.30;0.00;830.50;0.00;0.00;151-97-22;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;1;Панельные;275.30;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634501;пр-кт. Победы 364;1972;Не имеется;Нет;-;55;D;-;4;-;5;5;-;2807.80;0.00;935.40;0.00;0.00;1-464Д-105;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;574.00;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634502;пр-кт. Победы 366;1973;Не имеется;Нет;-;55;D;-;4;-;5;5;-;2828.50;0.00;1060.50;0.00;0.00;1-464Д;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;630.30;Плоская;Отсутствует;Железобетонные;Окрашенный;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/515936;пр-кт. Победы 366 а;1973;Не имеется;Нет;нет;84;C;-;6;-;5;5;13;4155.20;13.20;0.00;0.00;0.00;1-464А-панель;Не имеется;На счете регионального оператора;Многоквартирный дом;не имеется;-;Панельные;1033.00;Плоская;Отсутствует;Железобетонные;Окрашенный;Иной;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (закрытая система);Пожарные гидранты;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634502;пр-кт. Победы 366;1973;Не имеется;Нет;-;55;D;-;4;-;5;5;-;2828.50;0.00;1060.50;0.00;0.00;1-464Д;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;-;Панельные;630.30;Плоская;Отсутствует;Железобетонные;Окрашенный;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/515937;пр-кт. Победы 368;1973;Есть;Нет;-;55;C;-;4;-;5;5;-;2764.00;0.00;0.00;0.00;1053.00;1-464А-панель;Не имеется;На счете регионального оператора;Многоквартирный дом;-;-;Панельные;705.90;Плоская;Отсутствует;Железобетонные;Окрашенный;Иной;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Пожарные гидранты;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/518997;пр-кт. Победы 368А;1973;Есть;Нет;-;84;Не присвоен;-;6;-;5;5;-;4159.60;0.00;56.50;1102.00;300.00;1-464Д-105;Есть;Не определен;Многоквартирный дом;Бойлер;-;Панельные;1056.00;Плоская;Отсутствует;Железобетонные;Оштукатуренный;Бетонные столбы;1;0.00;Приточная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/518998;пр-кт. Победы 368Б;1973;Есть;Нет;-;60;Не присвоен;-;4;-;5;5;-;2781.50;0.00;46.60;712.50;320.00;1-464Д-105;Не имеется;Не определен;Многоквартирный дом;-;-;Панельные;707.20;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Бетонные столбы;1;0.00;Приточная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/520352;пр-кт. Победы 370;1972;-;Нет;-;-;-;-;10;-;5;1;-;-;-;-;-;-;-;-;На счете регионального оператора;Многоквартирный дом;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/515938;пр-кт. Победы 372;1973;Не имеется;Нет;-;55;C;-;4;-;5;5;-;2826.00;0.00;-;-;0.00;1-464А-панель;Не имеется;На счете регионального оператора;Многоквартирный дом;-;-;Панельные;707.90;Плоская;Отсутствует;Железобетонные;Окрашенный;-;2;0.00;Приточно-вытяжная вентиляция;Центральное;Отсутствует;Центральное;Центральное (закрытая система);Пожарные гидранты;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634503;пр-кт. Победы 374;1976;Не имеется;Нет;-;71;D;1;1;пассажирские - 1, ;9;9;-;2393.10;35.60;838.10;0.00;0.00;151-97-022;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;1;Панельные;268.40;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/532314;пр-кт. Победы 378;1998;Есть;Нет;-;115;Не присвоен;3;3;пассажирские - 3, ;10;10;2;5854.30;119.70;1525.25;0.00;0.00;панельный;Не имеется;На счете регионального оператора;Многоквартирный дом;-;3;Панельные;688.70;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Бетонные столбы;2;0.00;Отсутствует;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/532315;пр-кт. Победы 378 к. б;1998;Есть;Нет;-;30;Не присвоен;1;1;пассажирские - 1, ;10;10;-;1860.90;0.00;461.50;0.00;0.00;панельный;Не имеется;На счете регионального оператора;Многоквартирный дом;-;1;Панельные;209.00;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Бетонные столбы;2;0.00;Отсутствует;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634504;пр-кт. Победы 378 к. а;1987;Не имеется;Нет;-;396;D;11;11;пассажирские - 11, ;9;9;-;18232.50;0.00;4722.00;0.00;0.00;97;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;11;Панельные;1768.00;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055121;пр-кт. Победы 378А;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055122;пр-кт. Победы 378Б;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/532316;пр-кт. Победы 380 к. а;1998;Есть;Нет;-;108;-;3;3;пассажирские - 3, ;10;10;-;6054.30;0.00;1526.75;0.00;0.00;панельный;Не имеется;На счете регионального оператора;Многоквартирный дом;-;3;Панельные;693.80;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Бетонные столбы;2;0.00;Отсутствует;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/532317;пр-кт. Победы 380 к. б;1998;Есть;Нет;-;98;Не присвоен;3;3;пассажирские - 3, ;10;10;1;5985.10;55.20;1536.45;0.00;0.00;панельный;Не имеется;На счете регионального оператора;Многоквартирный дом;-;3;Панельные;693.40;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Бетонные столбы;2;0.00;Отсутствует;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634505;пр-кт. Победы 380;1996;Не имеется;Нет;-;112;D;2;1;пассажирские - 1, грузовые - 1;16;16;-;6169.70;0.00;2094.00;0.00;0.00;97;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;1;Панельные;448.60;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055123;пр-кт. Победы 380А;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055125;пр-кт. Победы 380Б;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/627803;пр-кт. Победы 382 А;2011;-;Нет;-;-;C;4;2;-;16;-;-;8050.50;11318.00;-;3477.80;-;97 серия , МКД;-;-;Многоквартирный дом;-;4;Каменные, кирпичные;5038.30;-;-;Железобетонные;-;-;1;-;-;Центральное;-;Отсутствует;Центральное (закрытая система);-;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634506;пр-кт. Победы 382;1990;Не имеется;Нет;-;157;-;4;4;пассажирские - 4, ;10;10;-;8547.70;119.60;2061.80;0.00;0.00;121;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;4;Панельные;892.60;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/532078;пр-кт. Победы 384 к. А;2004;Не имеется;Нет;-;65;B;2;1;пассажирские - 1, ;16;16;3;5616.50;628.20;346.20;2646.00;1400.00;Индивидуальный проект;Не имеется;На специальном счете организации;Многоквартирный дом;-;-;Монолитные;94.80;Плоская;Отсутствует;Железобетонные;Оштукатуренный;Бетонные столбы;2;-;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Отсутствует;Центральное (открытая система);Пожарный кран;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634507;пр-кт. Победы 384;1985;Не имеется;Нет;-;128;D;4;4;пассажирские - 4, ;9;9;-;6997.10;1870.30;1099.70;0.00;0.00;121;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;4;Каменные, кирпичные;0.00;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055124;пр-кт. Победы 384А;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/279969;пр-кт. Победы 386 к. Б;2013;Есть;Нет;Не имеется;107;B;2;1;пассажирские - 1, грузовые - 1;17;17;1;6480.70;237.60;2126.30;3084.00;1200.00;Индивидуальный;Есть;Не определен;Многоквартирный дом;Нет;-;Каменные, кирпичные;1019.30;Плоская;Отсутствует;Железобетонные;Окрашенный;Свайный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Автоматическая;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/788917;пр-кт. Победы 386 к. а;1984;Не имеется;Нет;-;287;D;8;8;пассажирские - 8, ;9;9;-;14240.30;52.20;3474.60;0.00;0.00;97;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;8;Панельные;1680.20;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1056608;пр-кт. Победы 386Б;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/802851;пр-кт. Победы 386В;2016;Не имеется;Нет;нет;64;Не присвоен;2;1;-;17;17;3;4303.80;291.10;1278.60;0.00;0.00;индивидуальный проект;Не имеется;На счете регионального оператора;Многоквартирный дом;-;-;Каменные, кирпичные;0.00;Плоская;Отсутствует;Железобетонные;Оштукатуренный;Свайный;2;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Индивидуальный тепловой пункт (ИТП);Пожарные гидранты;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/532318;пр-кт. Победы 388 к. б;2006;Есть;Нет;-;146;Не присвоен;4;4;пассажирские - 3, ;10;10;4;7526.70;226.50;1927.50;0.00;0.00;панельный;Не имеется;На счете регионального оператора;Многоквартирный дом;-;4;Панельные;860.80;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Бетонные столбы;2;0.00;Отсутствует;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634510;пр-кт. Победы 388 к. а;1985;Не имеется;Нет;-;252;D;7;7;пассажирские - 7, ;9;9;-;11809.00;0.00;2987.20;0.00;0.00;97;Не имеется;-;Многоквартирный дом;отсутствует;7;Панельные;1308.90;-;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634509;пр-кт. Победы 388;1995;Не имеется;Нет;-;160;D;4;4;пассажирские - 4, ;10;10;-;8613.90;65.50;2073.50;0.00;0.00;121;Не имеется;На счете регионального оператора;Многоквартирный дом;отсутствует;4;Панельные;956.60;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055126;пр-кт. Победы 388А;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055127;пр-кт. Победы 388Б;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/462942;пр-кт. Победы 392;2008;Не имеется;Нет;Не имеется;217;Не присвоен;6;5;пассажирские - 5, ;14;10;3;14859.00;2321.00;3939.80;2692.00;0.00;97.БСУ-1.99;Не имеется;На специальном счете у регионального оператора;Многоквартирный дом;-;5;Панельные;2300.00;Плоская;На лестничной клетке;Железобетонные;-;Бетонные столбы;6;-;Приточная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Пожарные гидранты;Центральное;Центральное;Центральное
